round,newCanonicalTipHeight,commonAncestorHeight,oldCanonicalTipHeights,replacingChainBlocks
0,6,4,5,5:0|6:1
0,8,6,7;7,7:2|8:3
0,10,8,9;9,9:4|10:5
0,14,12,13;13;13;13,13:6|14:7
0,14,12,13;13;13;13,13:6|14:8
0,15,13,14,14:7|15:9
0,14,12,13;13;13;13,13:6|14:10
0,16,13,15,14:7|15:9|16:11
0,20,18,19,19:12|20:13
0,22,20,21;21;21,21:14|22:15
0,22,20,21;21;21,21:10|22:16
0,23,20,22,21:14|22:15|23:17
1,8,6,7,7:0|8:1
1,10,8,9,9:2|10:2
1,12,10,11,11:3|12:4
1,12,10,11,11:3|12:5
1,13,11,12,12:5|13:6
1,15,13,14,14:7|15:5
1,15,13,14,14:2|15:2
1,16,13,15,14:7|15:5|16:8
1,19,17,18;18,18:9|19:10
1,23,21,22,22:11|23:12
1,23,21,22,22:13|23:13
1,24,21,23,22:11|23:12|24:14
2,4,2,3;3,3:0|4:1
2,7,5,6,6:2|7:3
2,9,7,8,8:4|9:4
2,9,7,8,8:5|9:6
2,10,7,9,8:5|9:6|10:7
2,14,12,13,13:3|14:8
2,14,12,13;13,13:3|14:8
2,16,14,15,15:4|16:4
3,4,2,3,3:0|4:1
3,4,2,3,3:2|4:3
3,5,2,4,3:0|4:1|5:4
3,5,2,4,3:2|4:3|5:3
3,6,2,5,3:0|4:1|5:4|6:5
3,8,6,7;7,7:6|8:7
3,8,6,7;7,7:6|8:3
3,8,6,7;7,7:6|8:8
3,8,6,7;7,7:6|8:2
3,9,7,8;8;8,8:7|9:9
3,9,7,8;8;8,8:8|9:8
3,9,7,8;8;8,8:8|9:2
3,10,7,9,8:8|9:2|10:2
3,10,7,9;9,8:8|9:2|10:2
3,12,10,11;11,11:10|12:11
3,12,10,11;11,11:3|12:12
3,13,10,12,11:3|12:12|13:12
3,19,17,18,18:13|19:10
3,19,17,18,18:8|19:12
3,20,17,19,18:13|19:10|20:14
4,5,3,4,4:0|5:1
4,5,3,4,4:0|5:2
4,6,4,5,5:1|6:3
4,10,8,9,9:4|10:5
4,10,8,9,9:2|10:6
4,11,8,10,9:4|10:5|11:7
4,13,11,12;12,12:8|13:9
4,13,11,12;12,12:2|13:2
4,14,11,13,12:8|13:9|14:10
4,16,14,15,15:2|16:2
4,16,14,15;15,15:2|16:2
4,18,16,17,17:11|18:12
4,20,18,19,19:3|20:3
4,20,18,19;19,19:3|20:3
4,20,18,19;19,19:6|20:6
4,20,18,19;19;19,19:3|20:3
4,20,18,19;19;19,19:6|20:6
4,20,18,19;19;19;19,19:6|20:6
4,20,18,19;19;19;19,19:3|20:3
4,21,18,20,19:6|20:6|21:13
4,25,23,24;24,24:7|25:14
5,3,1,2,2:0|3:0
5,8,6,7,7:1|8:2
5,10,8,9,9:3|10:4
5,10,8,9,9:5|10:0
5,11,8,10,9:3|10:4|11:6
5,15,13,14,14:7|15:3
5,15,13,14,14:7|15:8
5,16,14,15,15:8|16:9
5,16,14,15,15:8|16:10
5,17,15,16,16:9|17:11
5,19,17,18,18:10|19:10
5,19,17,18;18,18:10|19:10
6,4,2,3;3;3;3,3:0|4:1
6,7,5,6,6:2|7:2
6,7,5,6;6,6:2|7:2
6,11,9,10,10:3|11:3
6,12,9,11,10:3|11:3|12:4
6,19,17,18,18:5|19:6
6,21,19,20,20:7|21:8
6,21,19,20,20:2|21:2
6,21,19,20,20:7|21:9
6,21,19,20,20:2|21:10
6,22,19,21;21;21,20:7|21:8|22:11
6,22,19,21;21;21,20:7|21:9|22:3
6,22,19,21;21;21,20:7|21:9|22:9
6,22,19,21;21;21,20:7|21:9|22:10
6,22,19,21;21;21,20:7|21:9|22:2
6,23,20,22,21:9|22:10|23:10
6,23,20,22;22;22,21:9|22:10|23:10
6,23,20,22;22,21:9|22:10|23:10
6,23,20,22;22;22;22,21:9|22:10|23:10
6,25,23,24,24:12|25:1
7,3,1,2,2:0|3:1
7,3,1,2,2:0|3:2
7,4,2,3,3:2|4:2
7,3,1,2,2:0|3:3
7,3,1,2,2:4|3:4
7,4,1,3,2:0|3:2|4:2
7,4,2,3;3,3:2|4:2
7,4,1,3;3,2:0|3:2|4:2
7,4,1,3;3;3,2:0|3:2|4:2
7,8,6,7,7:5|8:6
7,8,6,7,7:5|8:7
7,9,7,8,8:6|9:8
7,11,9,10,10:9|11:1
7,11,9,10,10:3|11:3
7,11,9,10,10:9|11:7
7,12,9,11;11,10:9|11:1|12:10
7,15,13,14,14:2|15:2
7,15,13,14;14,14:2|15:2
7,15,13,14,14:4|15:4
7,16,13,15,14:4|15:4|16:4
7,18,16,17,17:11|18:12
7,20,18,19,19:13|20:14
7,22,20,21;21,21:15|22:5
7,24,22,23;23;23,23:16|24:17
8,4,2,3,3:0|4:1
8,7,5,6,6:2|7:3
8,9,7,8;8,8:4|9:5
8,11,9,10,10:6|11:7
8,11,9,10,10:8|11:9
8,12,9,11,10:6|11:7|12:10
8,12,9,11,10:8|11:9|12:9
8,13,9,12,10:6|11:7|12:10|13:11
8,18,16,17,17:6|18:12
8,18,16,17,17:9|18:9
8,19,16,18,17:6|18:12|19:13
8,21,19,20,20:7|21:14
8,21,19,20,20:15|21:9
8,21,19,20,20:15|21:16
8,22,19,21,20:15|21:16|22:16
8,22,19,21;21,20:15|21:16|22:16
9,3,1,2,2:0|3:1
9,3,1,2,2:2|3:3
9,4,1,3,2:0|3:1|4:4
9,4,1,3,2:0|3:1|4:5
9,5,3,4,4:4|5:6
9,5,3,4,4:5|5:3
9,6,3,5,4:4|5:6|6:7
9,9,7,8;8,8:8|9:9
9,9,7,8;8,8:8|9:10
9,10,8,9,9:9|10:11
9,10,8,9,9:9|10:5
9,11,9,10,10:11|11:12
9,14,12,13;13,13:13|14:14
9,14,12,13;13,13:5|14:3
9,15,12,14,13:13|14:14|15:15
9,15,12,14,13:5|14:3|15:5
9,16,12,15,13:13|14:14|15:15|16:16
9,20,18,19,19:17|20:18
9,24,22,23,23:19|24:20
9,24,22,23,23:19|24:5
9,25,23,24,24:20|25:21
10,3,1,2,2:0|3:1
10,5,3,4,4:2|5:3
10,5,3,4,4:2|5:4
10,5,3,4,4:5|5:6
10,6,3,5;5,4:2|5:3|6:1
10,6,3,5;5,4:2|5:4|6:7
10,6,3,5;5,4:2|5:4|6:6
10,7,4,6;6,5:3|6:1|7:8
10,7,4,6;6,5:4|6:6|7:5
10,8,4,7,5:3|6:1|7:8|8:9
10,8,4,7,5:3|6:1|7:8|8:7
10,9,7,8,8:9|9:10
10,11,9,10,10:11|11:12
10,11,9,10,10:13|11:4
10,11,9,10,10:11|11:6
10,12,9,11;11,10:11|11:12|12:14
10,17,15,16,16:15|17:16
10,17,15,16,16:15|17:5
10,18,16,17,17:16|18:17
10,21,19,20,20:3|21:15
10,21,19,20,20:5|21:6
10,22,19,21,20:3|21:15|22:14
10,24,22,23,23:18|24:19
11,4,2,3;3,3:0|4:1
11,4,2,3;3,3:0|4:2
11,5,3,4,4:2|5:3
11,5,3,4,4:2|5:4
11,6,4,5,5:3|6:5
11,8,6,7,7:6|8:7
11,10,8,9,9:8|10:9
11,13,11,12,12:4|13:4
11,15,13,14,14:10|15:11
11,20,18,19,19:12|20:13
11,22,20,21,21:14|22:15
11,25,23,24,24:16|25:17
12,3,1,2,2:0|3:1
12,3,1,2,2:2|3:3
12,4,1,3,2:0|3:1|4:4
12,4,1,3,2:2|3:3|4:3
12,5,1,4,2:0|3:1|4:4|5:5
12,5,1,4,2:2|3:3|4:3|5:2
12,6,1,5,2:0|3:1|4:4|5:5|6:6
12,10,8,9,9:7|10:8
12,10,8,9,9:7|10:9
12,11,9,10,10:8|11:10
12,13,11,12,12:11|13:12
12,18,16,17,17:13|18:14
12,18,16,17,17:13|18:15
12,18,16,17,17:13|18:16
12,18,16,17,17:13|18:3
12,19,17,18;18;18,18:14|19:17
12,19,17,18;18;18,18:15|19:3
12,19,17,18;18;18,18:15|19:2
12,20,17,19,18:15|19:3|20:3
12,20,17,19;19,18:15|19:3|20:3
12,24,22,23,23:15|24:2
12,24,22,23;23,23:15|24:2
13,3,1,2,2:0|3:1
13,6,4,5,5:2|6:2
13,11,9,10,10:3|11:3
13,11,9,10;10,10:3|11:3
13,13,11,12,12:4|13:5
13,15,13,14,14:6|15:7
13,15,13,14,14:2|15:3
13,15,13,14,14:2|15:8
13,16,13,15;15,14:6|15:7|16:9
13,22,20,21,21:10|22:10
13,22,20,21;21,21:10|22:10
13,22,20,21;21;21,21:10|22:10
13,24,22,23,23:11|24:12
14,9,7,8;8,8:0|9:1
14,9,7,8;8,8:0|9:2
14,10,8,9,9:1|10:3
14,10,8,9,9:1|10:4
14,11,9,10,10:3|11:5
14,13,11,12,12:6|13:7
14,13,11,12,12:6|13:8
14,14,12,13,13:7|14:9
14,14,12,13,13:8|14:8
14,15,12,14,13:7|14:9|15:10
14,19,17,18;18,18:11|19:12
14,19,17,18;18,18:4|19:4
14,19,17,18;18,18:4|19:8
14,20,17,19;19,18:4|19:4|20:13
14,22,20,21;21,21:14|22:15
14,24,22,23,23:16|24:17
14,24,22,23,23:2|24:2
14,25,22,24,23:16|24:17|25:11
15,3,1,2,2:0|3:1
15,5,3,4,4:2|5:3
15,7,5,6,6:4|7:1
15,7,5,6,6:5|7:3
15,8,5,7,6:4|7:1|8:6
15,8,5,7,6:5|7:3|8:5
15,9,5,8,6:4|7:1|8:6|9:7
15,11,9,10,10:8|11:9
15,12,10,11;11;11,11:10|12:11
15,12,10,11;11;11,11:5|12:3
15,13,10,12,11:5|12:3|13:3
15,18,16,17,17:10|18:12
15,20,18,19;19,19:13|20:14
15,22,20,21,21:15|22:16
15,24,22,23;23;23,23:17|24:18
15,24,22,23;23;23,23:17|24:19
16,5,3,4;4,4:0|5:1
16,8,6,7,7:2|8:3
16,10,8,9;9,9:4|10:5
16,13,11,12;12;12,12:6|13:7
16,13,11,12;12;12,12:6|13:8
16,14,12,13,13:8|14:8
16,17,15,16,16:9|17:10
16,17,15,16,16:11|17:8
16,18,15,17,16:9|17:10|18:12
16,22,20,21,21:13|22:14
16,23,20,22,21:13|22:14|23:15
17,3,1,2,2:0|3:1
17,6,4,5,5:2|6:3
17,6,4,5,5:4|6:4
17,6,4,5,5:2|6:5
17,7,4,6;6,5:2|6:3|7:6
17,11,9,10,10:7|11:7
17,12,9,11,10:8|11:9|12:9
17,12,9,11,10:8|11:9|12:10
17,13,11,12,12:10|13:10
17,12,9,11,10:7|11:7|12:7
17,13,9,12;12,10:8|11:9|12:10|13:10
17,13,9,12,10:8|11:9|12:10|13:10
17,15,13,14,14:11|15:12
17,18,16,17,17:13|18:14
17,20,18,19;19,19:15|20:16
17,20,18,19;19,19:4|20:7
17,21,18,20,19:4|20:7|21:7
17,20,18,19;19,19:4|20:4
17,21,18,20;20,19:4|20:7|21:7
17,23,21,22,22:10|23:10
17,25,23,24,24:17|25:18
18,3,1,2,2:0|3:0
18,3,1,2,2:1|3:1
18,3,1,2;2,2:1|3:1
18,3,1,2;2,2:0|3:0
18,3,1,2;2;2;2,2:0|3:0
18,3,1,2;2;2,2:1|3:1
18,3,1,2;2;2,2:0|3:0
18,4,1,3,2:1|3:1|4:2
18,5,3,4,4:2|5:3
18,7,5,6;6,6:4|7:4
18,9,7,8;8,8:5|9:6
18,9,7,8;8;8,8:5|9:6
18,13,11,12,12:7|13:8
18,19,17,18;18,18:6|19:9
18,19,17,18;18,18:10|19:1
18,20,17,19,18:10|19:1|20:1
18,23,21,22,22:11|23:12
19,3,1,2,2:0|3:1
19,8,6,7;7;7,7:2|8:3
19,13,11,12,12:4|13:5
19,15,13,14;14;14,14:6|15:7
19,15,13,14;14;14,14:6|15:8
19,15,13,14;14;14,14:6|15:9
19,15,13,14;14;14,14:6|15:10
19,16,14,15;15;15,15:8|16:11
19,18,16,17,17:12|18:0
19,21,19,20,20:13|21:14
19,21,19,20,20:13|21:15
19,22,20,21,21:14|22:16
19,24,22,23,23:17|24:18
19,24,22,23,23:17|24:19
19,25,23,24,24:18|25:7
20,4,2,3;3,3:0|4:1
20,7,5,6,6:2|7:3
20,10,8,9;9,9:4|10:5
20,10,8,9;9,9:6|10:7
20,10,8,9;9,9:6|10:8
20,11,8,10;10,9:4|10:5|11:9
20,13,11,12;12,12:5|13:10
20,20,18,19,19:11|20:12
20,22,20,21,21:13|22:14
20,24,22,23,23:15|24:2
20,24,22,23,23:8|24:8
20,24,22,23,23:15|24:7
20,25,22,24;24,23:15|24:2|25:16
21,3,1,2;2,2:0|3:1
21,3,1,2;2,2:2|3:3
21,3,1,2;2,2:2|3:4
21,3,1,2;2,2:2|3:5
21,4,1,3;3;3,2:0|3:1|4:6
21,6,4,5,5:7|6:2
21,9,7,8,8:8|9:9
21,9,7,8,8:5|9:5
21,9,7,8,8:5|9:3
21,10,7,9;9,8:8|9:9|10:0
21,10,7,9;9,8:5|9:3|10:3
21,10,7,9;9,8:5|9:3|10:5
21,11,7,10;10,8:8|9:9|10:0|11:10
21,15,13,14,14:11|15:12
21,15,13,14,14:3|15:3
21,16,13,15,14:11|15:12|16:13
21,16,13,15,14:3|15:3|16:3
21,16,13,15,14:3|15:3|16:5
21,17,13,16;16,14:11|15:12|16:13|17:14
21,17,13,16;16,14:11|15:12|16:13|17:15
21,18,16,17,17:15|18:16
21,18,16,17,17:15|18:4
21,19,17,18,18:16|19:16
21,19,17,18,18:4|19:4
21,20,17,19,18:16|19:16|20:17
21,20,17,19,18:16|19:16|20:18
21,21,19,20,20:18|21:19
21,21,19,20,20:18|21:5
21,22,20,21,21:19|22:20
22,4,2,3,3:0|4:1
22,6,4,5;5,5:2|6:3
22,8,6,7,7:4|8:4
22,8,6,7;7,7:4|8:4
22,12,10,11,11:5|12:6
22,14,12,13,13:7|14:8
22,17,15,16,16:4|17:4
22,19,17,18,18:9|19:10
22,21,19,20,20:11|21:11
22,21,19,20;20,20:11|21:11
22,25,23,24;24,24:12|25:13
23,4,2,3;3,3:0|4:1
23,9,7,8,8:2|9:3
23,12,10,11,11:1|12:4
23,12,10,11,11:1|12:5
23,12,10,11,11:1|12:6
23,12,10,11,11:7|12:7
23,13,10,12;12;12,11:1|12:4|13:4
23,16,14,15;15,15:8|16:9
23,16,14,15;15,15:10|16:5
23,17,14,16,15:8|16:9|17:11
23,17,14,16,15:10|16:5|17:5
23,17,14,16,15:10|16:5|17:6
23,18,14,17;17,15:8|16:9|17:11|18:11
23,18,14,17;17,15:8|16:9|17:11|18:12
23,19,17,18,18:12|19:1
23,21,19,20,20:13|21:14
23,21,19,20,20:13|21:6
23,21,19,20,20:7|21:7
23,22,19,21;21,20:13|21:14|22:15
23,22,19,21;21,20:13|21:14|22:5
23,23,21,22,22:15|23:1
23,23,21,22,22:15|23:7
23,24,22,23,23:1|24:15
23,24,22,23,23:7|24:6
23,25,22,24,23:1|24:15|25:16
24,8,6,7;7;7,7:0|8:1
24,8,6,7;7;7,7:0|8:2
24,9,7,8,8:1|9:1
24,9,7,8,8:1|9:3
24,9,7,8,8:2|9:2
24,10,7,9,8:1|9:1|10:4
24,10,8,9,9:1|10:4
24,10,7,9;9,8:1|9:1|10:4
24,13,11,12,12:5|13:5
24,13,11,12;12,12:5|13:5
24,15,13,14,14:6|15:7
24,15,13,14,14:6|15:5
24,16,14,15,15:7|16:8
25,4,2,3,3:0|4:0
25,4,2,3;3,3:0|4:0
25,6,4,5,5:1|6:2
25,6,4,5,5:1|6:3
25,7,5,6,6:2|7:4
25,7,5,6,6:3|7:3
25,8,5,7,6:2|7:4|8:5
25,10,8,9,9:6|10:7
25,10,8,9,9:0|10:0
25,11,8,10,9:6|10:7|11:8
25,14,12,13,13:9|14:10
25,14,12,13,13:9|14:11
25,14,12,13,13:9|14:3
25,15,13,14,14:10|15:12
25,15,13,14;14,14:10|15:12
25,19,17,18,18:12|19:13
25,23,21,22,22:14|23:3
26,3,1,2,2:0|3:0
26,3,1,2;2,2:0|3:0
26,3,1,2;2;2;2,2:0|3:0
26,3,1,2;2;2,2:0|3:0
26,5,3,4,4:1|5:2
26,7,5,6;6,6:3|7:4
26,7,5,6;6,6:5|7:6
26,8,5,7,6:3|7:4|8:7
26,11,9,10,10:8|11:9
26,13,11,12,12:10|13:11
26,13,11,12,12:10|13:12
26,14,12,13,13:12|14:13
26,14,12,13,13:12|14:6
26,15,13,14,14:13|15:14
26,15,13,14,14:6|15:15
26,16,13,15,14:13|15:14|16:16
26,19,17,18,18:17|19:17
27,5,3,4;4,4:0|5:1
27,5,3,4;4,4:0|5:0
27,6,4,5,5:1|6:2
27,6,4,5,5:0|6:0
27,7,4,6,5:1|6:2|7:3
27,10,8,9,9:4|10:5
27,10,8,9,9:4|10:0
27,11,9,10,10:5|11:6
27,11,9,10,10:5|11:7
27,12,10,11,11:6|12:8
27,15,13,14,14:9|15:10
27,18,16,17,17:11|18:12
27,22,20,21,21:13|22:14
28,6,4,5,5:0|6:1
28,9,7,8,8:2|9:2
28,9,7,8;8,8:2|9:2
28,10,7,9,8:3|9:4|10:5
28,15,13,14;14,14:6|15:7
28,15,13,14;14,14:8|15:9
28,16,13,15,14:6|15:7|16:10
28,19,17,18,18:11|19:12
28,19,17,18,18:11|19:2
28,19,17,18,18:11|19:8
28,20,18,19,19:12|20:13
28,20,18,19;19,19:12|20:13
28,22,20,21,21:14|22:5
28,24,22,23,23:15|24:16
29,3,1,2;2,2:0|3:1
29,7,5,6;6,6:2|7:2
29,7,5,6,6:2|7:2
29,12,10,11,11:3|12:4
29,12,10,11,11:5|12:5
29,12,10,11,11:5|12:2
29,13,10,12,11:5|12:5|13:5
29,13,10,12;12,11:5|12:5|13:5
29,20,18,19,19:5|20:6
29,22,20,21,21:7|22:8
30,5,3,4,4:0|5:1
30,5,3,4,4:2|5:3
30,6,3,5,4:0|5:1|6:4
30,6,3,5,4:2|5:3|6:5
30,7,3,6,4:0|5:1|6:4|7:6
30,9,7,8,8:7|9:8
30,11,9,10,10:9|11:10
30,16,14,15;15,15:2|16:2
30,16,14,15;15;15,15:2|16:2
30,18,16,17,17:2|18:11
30,18,16,17,17:2|18:2
30,18,16,17,17:2|18:12
30,19,17,18,18:12|19:12
30,19,17,18;18,18:12|19:12
30,24,22,23,23:13|24:14
31,4,2,3,3:0|4:0
31,7,5,6;6,6:1|7:2
31,9,7,8,8:3|9:4
31,9,7,8,8:3|9:5
31,10,8,9,9:4|10:6
31,10,8,9,9:4|10:7
31,11,9,10,10:6|11:8
31,11,9,10,10:7|11:9
31,11,9,10,10:7|11:7
31,12,9,11;11,10:6|11:8|12:10
31,12,9,11;11,10:7|11:7|12:9
31,12,10,11,11:7|12:9
31,13,9,12,10:6|11:8|12:10|13:11
31,15,13,14,14:12|15:13
31,15,13,14,14:12|15:7
31,16,14,15,15:13|16:14
31,16,14,15,15:7|16:0
31,17,14,16,15:7|16:0|17:0
31,19,17,18,18:15|19:16
31,21,19,20;20,20:17|21:11
31,21,19,20;20,20:9|21:0
31,22,19,21,20:17|21:11|22:18
31,25,23,24;24,24:19|25:20
32,7,5,6;6,6:0|7:1
32,7,5,6;6,6:2|7:3
32,8,5,7,6:0|7:1|8:4
32,13,11,12,12:5|13:6
32,13,11,12,12:3|13:3
32,14,11,13,12:5|13:6|14:7
32,16,14,15,15:8|16:9
32,18,16,17,17:10|18:10
32,24,22,23,23:11|24:12
33,5,3,4,4:0|5:1
33,8,6,7,7:2|8:3
33,11,9,10,10:4|11:5
33,13,11,12;12,12:6|13:7
33,13,11,12;12,12:8|13:9
33,14,11,13,12:6|13:7|14:10
33,14,11,13,12:6|13:7|14:8
33,15,13,14,14:10|15:11
33,25,23,24;24;24,24:12|25:13
34,4,2,3,3:0|4:0
34,4,2,3;3,3:0|4:0
34,6,4,5,5:1|6:2
34,8,6,7,7:3|8:4
34,10,8,9,9:5|10:6
34,14,12,13,13:7|14:8
34,16,14,15,15:9|16:10
34,16,14,15,15:9|16:11
34,17,15,16,16:10|17:12
34,17,15,16,16:10|17:13
34,18,16,17,17:12|18:14
34,18,16,17,17:12|18:0
34,19,17,18,18:14|19:15
34,21,19,20,20:11|21:11
35,5,3,4,4:0|5:1
35,8,6,7,7:2|8:3
35,8,6,7,7:4|8:5
35,8,6,7,7:4|8:4
35,8,6,7,7:4|8:6
35,9,6,8;8;8,7:2|8:3|9:7
35,13,11,12,12:8|13:6
35,17,15,16;16,16:9|17:10
35,21,19,20,20:11|21:12
35,23,21,22,22:13|23:14
35,23,21,22,22:15|23:15
35,24,21,23,22:15|23:15|24:15
36,9,7,8;8,8:0|9:1
36,11,9,10;10;10,10:2|11:1
36,11,9,10;10;10,10:3|11:3
36,12,9,11,10:2|11:1|12:4
36,16,14,15,15:5|16:6
36,19,17,18,18:7|19:8
36,21,19,20,20:9|21:10
37,5,3,4,4:0|5:1
37,5,3,4,4:2|5:2
37,5,3,4,4:0|5:3
37,6,3,5;5,4:0|5:1|6:4
37,9,7,8,8:5|9:6
37,12,10,11;11,11:7|12:8
37,14,12,13,13:9|14:10
37,14,12,13,13:9|14:2
37,14,12,13,13:9|14:11
37,15,13,14;14,14:10|15:12
37,15,13,14;14,14:11|15:3
37,16,13,15,14:11|15:3|16:3
37,19,17,18,18:13|19:14
37,21,19,20,20:15|21:16
37,23,21,22,22:17|23:18
37,23,21,22,22:2|23:2
37,23,21,22,22:2|23:19
37,24,21,23;23,22:17|23:18|24:20
38,3,1,2;2,2:0|3:1
38,5,3,4,4:2|5:3
38,7,5,6,6:3|7:4
38,7,5,6,6:3|7:5
38,8,6,7,7:5|8:6
38,10,8,9,9:7|10:7
38,10,8,9;9,9:7|10:7
38,13,11,12;12,12:8|13:9
38,16,14,15,15:10|16:10
38,18,16,17;17,17:11|18:12
38,18,16,17;17,17:11|18:13
38,19,17,18,18:12|19:11
38,19,17,18,18:12|19:14
38,19,17,18,18:12|19:7
38,20,18,19;19,19:11|20:15
38,22,20,21;21,21:13|22:16
38,22,20,21;21,21:13|22:5
38,23,21,22,22:5|23:17
39,3,1,2;2,2:0|3:1
39,3,1,2;2;2,2:0|3:1
39,5,3,4,4:2|5:3
39,5,3,4,4:4|5:4
39,6,3,5,4:2|5:3|6:5
39,6,3,5,4:4|5:4|6:6
39,7,3,6,4:4|5:4|6:6|7:6
39,10,8,9,9:1|10:1
39,9,7,8,8:7|9:8
39,14,12,13,13:9|14:10
39,17,15,16,16:4|17:4
39,17,15,16;16,16:4|17:4
39,17,15,16;16;16,16:4|17:4
39,19,17,18,18:11|19:12
39,21,19,20,20:13|21:14
39,21,19,20,20:13|21:15
39,22,20,21,21:14|22:16
39,24,22,23,23:17|24:14
39,24,22,23,23:17|24:1
40,5,3,4,4:0|5:1
40,7,5,6;6,6:2|7:3
40,7,5,6;6,6:2|7:4
40,8,6,7,7:3|8:5
40,8,6,7,7:3|8:6
40,8,6,7,7:3|8:7
40,9,7,8;8,8:5|9:8
40,9,7,8;8,8:6|9:7
40,9,7,8;8,8:6|9:4
40,10,7,9,8:6|9:4|10:4
40,10,8,9,9:4|10:4
40,9,7,8;8,8:6|9:9
40,10,7,9;9,8:6|9:4|10:4
40,10,7,9;9;9,8:6|9:4|10:4
40,12,10,11,11:10|12:11
40,18,16,17;17;17,17:12|18:13
40,25,23,24,24:14|25:15
41,3,1,2,2:0|3:1
41,3,1,2,2:0|3:2
41,4,2,3,3:1|4:3
41,12,10,11,11:2|12:4
41,16,14,15,15:5|16:5
41,16,14,15,15:5|16:6
41,17,15,16,16:5|17:7
41,20,18,19,19:8|20:9
41,22,20,21,21:2|22:2
41,22,20,21;21,21:2|22:2
41,22,20,21;21,21:6|22:6
41,22,20,21;21;21,21:2|22:2
41,22,20,21;21;21,21:6|22:6
41,23,20,22,21:2|22:2|23:10
41,23,20,22,21:2|22:2|23:11
41,23,20,22,21:2|22:2|23:12
41,23,20,22,21:2|22:2|23:13
41,24,22,23;23,23:11|24:14
41,24,22,23;23;23,23:11|24:14
42,4,2,3,3:0|4:1
42,7,5,6,6:2|7:3
42,7,5,6,6:4|7:4
42,8,5,7,6:2|7:3|8:5
42,13,11,12;12,12:6|13:7
42,16,14,15;15,15:8|16:9
42,18,16,17,17:4|18:4
42,18,16,17;17,17:4|18:4
42,20,18,19,19:10|20:11
42,24,22,23,23:12|24:13
43,5,3,4,4:0|5:1
43,5,3,4,4:0|5:2
43,5,3,4,4:0|5:3
43,6,4,5;5,5:1|6:4
43,6,4,5;5,5:2|6:5
43,7,4,6,5:1|6:4|7:6
43,10,8,9,9:7|10:8
43,12,10,11,11:9|12:10
43,12,10,11,11:9|12:11
43,13,11,12,12:11|13:12
43,13,11,12,12:11|13:4
43,13,11,12,12:11|13:13
43,14,12,13;13,13:13|14:13
43,14,12,13,13:13|14:13
43,19,17,18,18:14|19:15
43,21,19,20;20,20:16|21:17
43,24,22,23,23:18|24:19
43,24,22,23,23:18|24:20
43,25,23,24,24:19|25:21
44,3,1,2,2:0|3:1
44,7,5,6,6:2|7:3
44,7,5,6,6:2|7:4
44,7,5,6,6:5|7:6
44,8,5,7;7,6:2|7:3|8:7
44,8,5,7;7,6:2|7:4|8:8
44,9,6,8,7:3|8:7|9:9
44,12,10,11,11:10|12:2
44,14,12,13,13:11|14:3
44,14,12,13,13:11|14:12
44,14,12,13,13:11|14:6
44,15,13,14;14,14:3|15:13
44,17,15,16;16,16:14|17:5
44,17,15,16;16;16,16:14|17:5
44,21,19,20;20,20:15|21:16
44,24,22,23,23:11|24:17
44,24,22,23,23:18|24:18
44,25,22,24,23:11|24:17|25:11
45,3,1,2,2:0|3:0
45,3,1,2;2,2:0|3:0
45,3,1,2;2;2,2:0|3:0
45,8,6,7,7:1|8:2
45,10,8,9,9:3|10:4
45,13,11,12,12:5|13:6
45,13,11,12;12,12:5|13:6
45,13,11,12;12,12:5|13:7
45,14,12,13,13:6|14:8
45,18,16,17,17:9|18:10
45,21,19,20,20:11|21:11
46,3,1,2,2:0|3:1
46,5,3,4,4:2|5:3
46,9,7,8,8:4|9:5
46,13,11,12,12:3|13:6
46,15,13,14,14:7|15:8
46,18,16,17,17:8|18:9
46,20,18,19,19:10|20:11
46,23,21,22,22:12|23:3
47,4,2,3,3:0|4:1
47,6,4,5,5:2|6:2
47,6,4,5;5,5:2|6:2
47,8,6,7,7:3|8:4
47,12,10,11,11:5|12:5
47,18,16,17,17:6|18:7
47,18,16,17;17,17:6|18:7
47,20,18,19,19:8|20:9
47,22,20,21,21:10|22:11
47,22,20,21,21:10|22:12
47,23,21,22,22:11|23:13
48,3,1,2,2:0|3:1
48,5,3,4;4,4:2|5:3
48,8,6,7,7:4|8:4
48,8,6,7;7,7:4|8:4
48,10,8,9,9:5|10:6
48,16,14,15,15:7|16:8
48,16,14,15,15:4|16:4
48,17,14,16,15:7|16:8|17:9
48,17,14,16,15:4|16:4|17:10
48,18,14,17,15:7|16:8|17:9|18:3
48,21,19,20;20,20:11|21:12
48,21,19,20;20,20:4|21:13
48,21,19,20;20,20:4|21:10
48,22,19,21,20:4|21:13|22:13
48,22,19,21;21,20:4|21:13|22:13
49,5,3,4,4:0|5:1
49,8,6,7,7:2|8:3
49,10,8,9,9:4|10:4
49,12,10,11,11:5|12:6
49,12,10,11,11:5|12:7
49,12,10,11,11:8|12:8
49,13,10,12;12,11:5|12:6|13:9
49,13,10,12;12,11:8|12:8|13:8
49,14,10,13,11:5|12:6|13:9|14:10
49,17,15,16,16:11|17:3
49,20,18,19;19,19:12|20:13
49,23,21,22;22,22:14|23:15
49,23,21,22;22,22:14|23:8
49,24,22,23,23:15|24:13
50,3,1,2,2:0|3:1
50,3,1,2,2:0|3:2
50,3,1,2,2:3|3:3
50,4,1,3;3,2:0|3:1|4:4
50,9,7,8,8:5|9:6
50,9,7,8,8:7|9:7
